"","username","degree","indegree","outdegree","closeness","betweenness","hub","authority","clusterCoefficient","egenvector.centrality","page.rank"
"723","ucvradio","0.00147","0.00000","0.0196","0.166","0.0000","6.3e-05","1.4e-17","0.0e+00","3.8e-05","1.1e-19"
"724","Sodolapop","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"725","jparedeso","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"726","Marigem","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"727","elobos","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"728","cotona","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"729","gabycif","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"730","Josecita_mussa","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"731","gonharry","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"732","LisaTw","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"733","Dactrtr","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"734","jartung","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"735","Icebel","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"736","felipepino","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"737","KarollBelen","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"738","ingmaster","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"739","humita","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"740","Debbiramos","0.00059","0.00000","0.0098","0.083","0.0000","0.0e+00","5.5e-18","0.0e+00","4.5e-18","1.1e-19"
"741","magdalenicus","0.00088","0.00000","0.0131","0.582","0.0000","1.7e-02","9.1e-18","1.7e-01","1.2e-02","1.1e-19"
"742","beitalopez","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"743","inti_illimani","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"744","mwoldar","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"745","Francisca1010","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-02","5.5e-18","0.0e+00","9.3e-03","1.1e-19"
"746","csmontoya","0.00088","0.00000","0.0131","0.249","0.0000","1.4e-02","9.1e-18","0.0e+00","9.3e-03","1.1e-19"
"747","gonzalo_aguirre","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"748","AYUDEMOS_CHILE","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-02","5.5e-18","0.0e+00","9.3e-03","1.1e-19"
"749","lepluna","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"750","panchips","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-02","5.5e-18","0.0e+00","9.3e-03","1.1e-19"
"751","matiaspalma","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-02","5.5e-18","0.0e+00","9.3e-03","1.1e-19"
"752","AlexiHoe","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"753","FGonzalezz","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"754","chavezpau","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"755","AgustinPedrote","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"756","FabulosoOmar","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"757","almacanaless","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"758","sailorcow","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-02","5.5e-18","0.0e+00","9.3e-03","1.1e-19"
"759","_dugac","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"760","coni_poblete","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"761","igncktz","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"762","domitetzner","0.00411","0.00000","0.0490","0.083","0.0000","6.8e-02","4.0e-17","0.0e+00","4.7e-02","1.1e-19"
"763","Carolains","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"764","jotapeortiz","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"765","rosa_negra6","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"766","DesySambora","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"767","itsmelaa","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"768","aarosenberg","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"769","pichetou","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"770","JosefinaVeloso","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"771","Fenuzka","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"772","jgjimenezi","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"773","PAULACASTROC","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"774","OscarBarreraM","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"775","yoyiahu","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"776","Sazier","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"777","elreferentecl","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"778","nuribeo","0.00646","0.00000","0.0752","1.000","0.0000","3.7e-02","6.1e-17","2.4e-02","2.6e-02","1.1e-19"
"779","Mochirilo","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"780","digitalesxchile","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"781","fer_i","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"782","rommy_ro","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-02","5.5e-18","0.0e+00","9.3e-03","1.1e-19"
"783","hnvidal","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"784","christianvonm","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"785","Valentiinnaa","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"786","panchiska","0.00088","0.00000","0.0131","0.582","0.0000","1.4e-02","9.1e-18","1.7e-01","1.0e-02","1.1e-19"
"787","EXLostberry","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"788","Cristobalitoo","0.00029","0.00000","0.0065","0.166","0.0000","5.0e-03","3.1e-18","1.0e+00","3.5e-03","1.1e-19"
"789","rmaza2008","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"790","JohannaVega","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"791","camilasdv","0.01380","0.00000","0.1569","0.083","0.0000","2.2e-01","1.3e-16","0.0e+00","1.5e-01","1.1e-19"
"792","a_altamirano","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"793","ibarrayanez","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"794","Futbolizada","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"795","migranol_","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"796","mar_uc7","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"797","JanoLCx","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"798","Braucont","0.00029","0.00000","0.0065","0.166","0.0000","4.5e-03","3.1e-18","0.0e+00","3.1e-03","1.1e-19"
"799","LpP_Cecilia","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-02","5.5e-18","0.0e+00","9.3e-03","1.1e-19"
"800","CrisNavarroM","0.00499","0.00000","0.0588","0.582","0.0000","6.0e-02","4.9e-17","3.3e-02","4.3e-02","1.1e-19"
"801","titodonoso","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"802","jmarin_g","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"803","Makifreak","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"804","MatBarcelo","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"805","CristianNeira","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"806","JORGEBOSS","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"808","Dasoly","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"809","TerremotoInfo","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"811","KarennR","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"812","soykatherine","0.00029","0.00000","0.0065","0.083","0.0000","9.2e-06","3.1e-18","0.0e+00","5.7e-06","1.1e-19"
"813","pipitok","0.00000","0.00000","0.0033","0.083","0.0000","1.4e-09","7.0e-20","0.0e+00","7.9e-10","1.1e-19"
"814","pereja","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"815","Pabloidc","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"816","DMatamala","0.00029","0.00000","0.0065","0.249","0.0000","1.6e-05","3.1e-18","0.0e+00","9.9e-06","1.1e-19"
"817","seba_silva","0.00029","0.00000","0.0065","0.249","0.0000","1.4e-05","3.1e-18","0.0e+00","8.9e-06","1.1e-19"
"818","JuanEnriquezSW","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"819","SILVITTA_CHILE","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"820","DorisMora","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"821","PugaTuerka","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"822","gabyore","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"823","avarox_x","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"824","josecisternast","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"825","CaroBunbury","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"826","RHlepinE","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"827","JPRI_PtoMontt","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"828","aquilesvienesa","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"829","rstanley","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"830","flopezgaete","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"831","Crispitoo","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"832","Estudiario","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"833","karisacre","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"834","razekcv","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"835","DDarkSSide","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"836","LeoCotrozo","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"837","ClauCS7","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-06","7.0e-20","0.0e+00","2.1e-06","1.1e-19"
"838","JaimeSaez","0.00352","0.00000","0.0425","0.582","0.0000","4.2e-03","3.3e-17","0.0e+00","8.1e-03","1.1e-19"
"839","Cristiansolal","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-09","7.0e-20","0.0e+00","5.8e-10","1.1e-19"
"841","mastertalo","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"842","antoparedes","0.00059","0.00000","0.0098","0.582","0.0000","8.5e-03","5.5e-18","1.0e+00","6.9e-03","1.1e-19"
"843","jave3txita","0.00059","0.00000","0.0098","0.166","0.0000","9.1e-03","5.5e-18","0.0e+00","6.2e-03","1.1e-19"
"844","nataliabeatriz","0.00088","0.00000","0.0131","0.083","0.0000","1.8e-02","9.1e-18","0.0e+00","1.2e-02","1.1e-19"
"846","paulacisternas","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"847","Beelaustegui","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"848","ChileConectado","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"849","_klaudiaz","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"850","Conni_Poblete","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"851","juanpabloswett","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-02","5.5e-18","0.0e+00","9.3e-03","1.1e-19"
"852","erizorojas","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"853","SCLSEK","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"854","FranPisca","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"855","lacesia","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"856","Abbejita","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"857","rodrubb","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"858","elipavez","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"859","OtacomKiller","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"860","baroda30","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"861","catayob","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"862","drilolacoste","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"863","machapa","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"864","pschwarzkopf","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"865","patriciomujica","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"866","rots","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"867","darcyvergara","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"868","chiledepie","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"869","jessloretop","0.00029","0.00000","0.0065","0.083","0.0000","2.1e-09","3.1e-18","0.0e+00","1.2e-09","1.1e-19"
"870","without_soul","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"871","myusagi","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"872","goncofre","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"873","_Fer_Olmedo","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"874","pedroruminot","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"875","StephTetzner","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"876","holasoylapollo","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"877","octolevi","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"878","maruplz","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"879","Priscylicious","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"880","nati_bz","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"881","Maryposa2010","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"882","CamiP_Aranda","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"883","enjOykris","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"884","miguelopez23","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"885","maurosaavedra","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"886","carlos_bustos","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"887","gercatman","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"888","Holasoitam","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"889","arrobandy","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"890","micasignorelli","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"891","Stemum","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"892","MarPaxuxis","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"893","_cparra","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"894","kataarojas","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"895","_joram","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"896","FabianIturbe","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"897","mclittrellgirl","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"898","clayacorrea","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
"899","PepAlvarado","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"900","gabubu","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"901","ginnyn","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"902","aguerov","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"903","antolieztsu","0.00059","0.00000","0.0098","0.166","0.0000","3.2e-05","5.5e-18","0.0e+00","1.9e-05","1.1e-19"
"904","javiunchi","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"905","jotax95_jaal","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"906","patovalar","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"907","folivarestolmo","0.00059","0.00000","0.0098","0.083","0.0000","0.0e+00","5.5e-18","0.0e+00","4.4e-18","1.1e-19"
"908","falconoficial","0.00029","0.00000","0.0065","0.166","0.0000","1.4e-05","3.1e-18","0.0e+00","8.5e-06","1.1e-19"
"910","pilarmiradreojo","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"911","Osvaldo_lagos","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"912","alotalloni","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"913","Kuoram","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"914","heytherecamila","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"915","G_ran_t","0.00734","0.00000","0.0850","0.083","0.0000","1.2e-04","6.9e-17","0.0e+00","7.4e-05","1.1e-19"
"916","pbustamanteb","0.00088","0.00000","0.0131","0.083","0.0000","5.4e-09","9.1e-18","0.0e+00","3.2e-09","1.1e-19"
"917","Joorggin","0.00029","0.00000","0.0065","0.083","0.0000","1.7e-06","3.1e-18","0.0e+00","1.0e-06","1.1e-19"
"918","CEMUC2012","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"919","seba_castro","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"920","KariDeis","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"921","crxzado69","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"922","Constanzaatv","0.00528","0.00000","0.0621","0.083","0.0000","8.7e-05","5.0e-17","0.0e+00","5.4e-05","1.1e-19"
"923","diegovb","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"924","geniutrixone","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"925","kkarotta","0.00029","0.00000","0.0065","0.083","0.0000","9.2e-06","3.1e-18","0.0e+00","5.7e-06","1.1e-19"
"926","pauly_cat","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
