"","username","degree","indegree","outdegree","closeness","betweenness","hub","authority","clusterCoefficient","egenvector.centrality","page.rank"
"1941","NicoHernandezMe","0.00059","0.00000","0.0098","0.083","0.0000","1.0e-08","5.5e-18","0.0e+00","5.9e-09","1.1e-19"
"1942","DanielColodro","0.00000","0.00000","0.0033","0.083","0.0000","8.9e-07","7.0e-20","0.0e+00","5.7e-07","1.1e-19"
"1943","JuancaSoto","0.00059","0.00000","0.0098","0.083","0.0000","3.2e-06","5.5e-18","0.0e+00","2.2e-06","1.1e-19"
"1944","joiturrieta","0.00029","0.00000","0.0065","0.582","0.0000","5.2e-03","3.1e-18","1.0e+00","3.7e-03","1.1e-19"
"1945","PROLOSLAGOS","0.00029","0.00000","0.0065","0.166","0.0000","1.5e-05","3.1e-18","0.0e+00","9.7e-06","1.1e-19"
"1946","brujita_eco","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"1947","by_gigly","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"1948","javierapvega","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
"1949","rockvolucion","0.00029","0.00000","0.0065","0.166","0.0000","1.6e-10","3.1e-18","0.0e+00","8.3e-11","1.1e-19"
"1950","Arturo__Reyes","0.00000","0.00000","0.0033","0.083","0.0000","5.5e-06","7.0e-20","0.0e+00","3.6e-06","1.1e-19"
"1951","matigonzalezv","0.00059","0.00000","0.0098","0.332","0.0000","4.5e-04","5.5e-18","0.0e+00","3.2e-04","1.1e-19"
"1952","Unibazo","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1953","donrenatos","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1954","pmorrisk","0.00147","0.00000","0.0196","0.582","0.0000","2.5e-02","1.4e-17","6.7e-02","1.9e-02","1.1e-19"
"1955","AliciaDoris","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"1957","jacob_pinones","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-06","7.0e-20","0.0e+00","7.4e-07","1.1e-19"
"1958","ochini","0.00088","0.00000","0.0131","0.083","0.0000","1.5e-05","9.1e-18","0.0e+00","1.0e-05","1.1e-19"
"1959","IzOcKa","0.00029","0.00000","0.0065","0.083","0.0000","0.0e+00","3.1e-18","0.0e+00","2.5e-18","1.1e-19"
"1960","LuisGuerreroM","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1961","recvargasreveco","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1962","pablomariano","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1963","PsicologoMurcia","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"1964","piabm","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"1965","paul_guzman","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
"1966","Bolchile","0.00059","0.00000","0.0098","0.332","0.0000","2.1e-05","5.5e-18","0.0e+00","1.3e-05","1.1e-19"
"1967","arianabertin","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1968","Amanditahs","0.00059","0.00000","0.0098","0.166","0.0000","2.3e-05","5.5e-18","0.0e+00","1.5e-05","1.1e-19"
"1970","dude_felipe","0.00000","0.00000","0.0033","0.083","0.0000","8.7e-07","7.0e-20","0.0e+00","5.2e-07","1.1e-19"
"1971","LeylaOlguin","0.00059","0.00000","0.0098","0.166","0.0000","4.5e-03","5.5e-18","0.0e+00","3.1e-03","1.1e-19"
"1972","Dahlia_DT","0.00000","0.00000","0.0033","0.083","0.0000","8.7e-07","7.0e-20","0.0e+00","5.2e-07","1.1e-19"
"1973","luchao1","0.00000","0.00000","0.0033","0.083","0.0000","8.7e-07","7.0e-20","0.0e+00","5.2e-07","1.1e-19"
"1974","Alexander_Ivan","0.00499","0.00000","0.0588","0.083","0.0000","8.2e-10","4.9e-17","0.0e+00","4.7e-10","1.1e-19"
"1975","ValeInsulza","0.00235","0.00000","0.0294","0.582","0.0000","3.1e-02","2.3e-17","8.3e-02","2.6e-02","1.1e-19"
"1976","kambiado","0.00059","0.00000","0.0098","0.499","0.0000","2.3e-05","5.5e-18","0.0e+00","4.7e-05","1.1e-19"
"1977","Hucasys","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"1978","conitrebilcock","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"1979","Victorino33","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-06","7.0e-20","0.0e+00","6.3e-07","1.1e-19"
"1980","mylix","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-08","7.0e-20","0.0e+00","6.1e-09","1.1e-19"
"1982","josse67240","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"1983","zonazux","0.00029","0.00000","0.0065","0.166","0.0000","1.1e-05","3.1e-18","0.0e+00","7.2e-06","1.1e-19"
"1984","MauEspinoza88","0.00029","0.00000","0.0065","0.083","0.0000","2.2e-05","3.1e-18","0.0e+00","1.4e-05","1.1e-19"
"1985","totisalgado","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1986","roberto_yevenes","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1987","ClausPradenas","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1988","natulila","0.00059","0.00000","0.0098","0.083","0.0000","3.3e-05","5.5e-18","0.0e+00","2.2e-05","1.1e-19"
"1989","libertadonde","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1991","krakoviax","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"1992","valesilvah","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"1993","jorgebaraona","0.00147","0.00000","0.0196","0.582","0.0000","2.8e-03","1.4e-17","0.0e+00","2.9e-03","1.1e-19"
"1994","angeange","0.00059","0.00000","0.0098","0.083","0.0000","3.3e-05","5.5e-18","0.0e+00","2.2e-05","1.1e-19"
"1995","Susanyem","0.00000","0.00000","0.0033","0.083","0.0000","9.6e-08","7.0e-20","0.0e+00","6.3e-08","1.1e-19"
"1996","paulimunozmol","0.00029","0.00000","0.0065","0.083","0.0000","1.9e-07","3.1e-18","0.0e+00","1.3e-07","1.1e-19"
"1997","Araucania_Tco","0.00029","0.00000","0.0065","0.666","0.0000","3.6e-03","3.1e-18","0.0e+00","3.2e-03","1.1e-19"
"1998","jany_tta","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-05","5.5e-18","0.0e+00","8.5e-06","1.1e-19"
"2000","Caraja","0.00470","0.00000","0.0556","0.582","0.0000","6.3e-02","4.4e-17","7.4e-03","5.4e-02","1.1e-19"
"2001","OPCIONVenezuela","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"2002","karolasabe","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"2003","JoseHuidobro","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2004","PPCRUZMO","0.00323","0.00000","0.0392","0.833","0.0000","9.7e-03","3.1e-17","6.1e-02","7.5e-03","1.1e-19"
"2005","andresteston","0.00000","0.00000","0.0033","0.166","0.0000","4.8e-04","7.0e-20","0.0e+00","3.5e-04","1.1e-19"
"2006","Don_Nicolas","0.00000","0.00000","0.0033","0.166","0.0000","4.8e-04","7.0e-20","0.0e+00","3.5e-04","1.1e-19"
"2007","chinovillanueva","0.00029","0.00000","0.0065","0.166","0.0000","5.0e-03","3.1e-18","1.0e+00","3.5e-03","1.1e-19"
"2008","carohidalgo","0.00029","0.00000","0.0065","0.166","0.0000","5.0e-03","3.1e-18","1.0e+00","3.5e-03","1.1e-19"
"2009","nicoiturra","0.00000","0.00000","0.0033","0.166","0.0000","4.8e-04","7.0e-20","0.0e+00","3.5e-04","1.1e-19"
"2010","inakiia","0.00000","0.00000","0.0033","0.166","0.0000","4.8e-04","7.0e-20","0.0e+00","3.5e-04","1.1e-19"
"2011","FranLizama","0.00088","0.00000","0.0131","0.083","0.0000","3.8e-07","9.1e-18","0.0e+00","2.5e-07","1.1e-19"
"2012","Pelao_Abarca","0.00000","0.00000","0.0033","0.083","0.0000","9.6e-08","7.0e-20","0.0e+00","6.3e-08","1.1e-19"
"2013","latitudsur","0.00029","0.00000","0.0065","0.582","0.0000","8.1e-03","3.1e-18","1.0e+00","6.3e-03","1.1e-19"
"2014","melocotondriaca","0.00059","0.00000","0.0098","0.582","0.0000","1.2e-02","5.5e-18","3.3e-01","9.4e-03","1.1e-19"
"2015","nicodelcanto","0.00205","0.00000","0.0261","0.582","0.0000","2.7e-02","2.1e-17","1.1e-01","2.3e-02","1.1e-19"
"2016","Ycsato","0.00088","0.00000","0.0131","0.332","0.0000","1.4e-02","9.1e-18","1.7e-01","9.4e-03","1.1e-19"
"2018","TorresLinco","0.00000","0.00000","0.0033","0.083","0.0000","9.6e-08","7.0e-20","0.0e+00","6.3e-08","1.1e-19"
"2019","benjazuniga","0.00029","0.00000","0.0065","0.083","0.0000","1.9e-07","3.1e-18","0.0e+00","1.3e-07","1.1e-19"
"2020","itike","0.00000","0.00000","0.0033","0.083","0.0000","9.6e-08","7.0e-20","0.0e+00","6.3e-08","1.1e-19"
"2021","carlitaapalma","0.00000","0.00000","0.0033","0.083","0.0000","9.6e-08","7.0e-20","0.0e+00","6.3e-08","1.1e-19"
"2022","RodrigoTranamil","0.00000","0.00000","0.0033","0.083","0.0000","9.6e-08","7.0e-20","0.0e+00","6.3e-08","1.1e-19"
"2023","CAguiGranz","0.00029","0.00000","0.0065","0.083","0.0000","1.9e-07","3.1e-18","0.0e+00","1.3e-07","1.1e-19"
"2024","bnja_mujica","0.00029","0.00000","0.0065","0.083","0.0000","1.9e-07","3.1e-18","0.0e+00","1.3e-07","1.1e-19"
"2025","Mick073scl","0.00000","0.00000","0.0033","0.083","0.0000","9.6e-08","7.0e-20","0.0e+00","6.3e-08","1.1e-19"
"2026","tamaraatt","0.00000","0.00000","0.0033","0.083","0.0000","9.6e-08","7.0e-20","0.0e+00","6.3e-08","1.1e-19"
"2027","paula_ceo","0.00000","0.00000","0.0033","0.083","0.0000","9.6e-08","7.0e-20","0.0e+00","6.3e-08","1.1e-19"
"2028","sombradeagua","0.00000","0.00000","0.0033","0.083","0.0000","9.6e-08","7.0e-20","0.0e+00","6.3e-08","1.1e-19"
"2029","janzocks","0.00000","0.00000","0.0033","0.083","0.0000","9.6e-08","7.0e-20","0.0e+00","6.3e-08","1.1e-19"
"2030","volantinosa","0.00000","0.00000","0.0033","0.083","0.0000","9.6e-08","7.0e-20","0.0e+00","6.3e-08","1.1e-19"
"2031","Vitoflores","0.00029","0.00000","0.0065","0.083","0.0000","1.9e-07","3.1e-18","0.0e+00","1.3e-07","1.1e-19"
"2032","ex_Resstor","0.00029","0.00000","0.0065","0.166","0.0000","5.6e-06","3.1e-18","0.0e+00","3.7e-06","1.1e-19"
"2033","amunozf","0.00000","0.00000","0.0033","0.083","0.0000","9.6e-08","7.0e-20","0.0e+00","6.3e-08","1.1e-19"
"2034","cgonzalezja","0.00000","0.00000","0.0033","0.083","0.0000","9.6e-08","7.0e-20","0.0e+00","6.3e-08","1.1e-19"
"2035","contelo","0.00000","0.00000","0.0033","0.083","0.0000","9.6e-08","7.0e-20","0.0e+00","6.3e-08","1.1e-19"
